optimizer_call,face_rmse_vs_cg
1,0.0025242899761119086
2,0.0025243995126527584
3,0.00252454571809932
4,0.002524728575765258
5,0.0025249479842974327
6,0.002525203753917881
7,0.0025254956030592154
8,0.0025258231554709134
9,0.0025261859378760774
10,0.0025265833782580327
11,0.0025270148048554516
12,0.0025274794459404244
13,0.0025279764304492903
14,0.0025285047895267287
15,0.0025290634590340298
16,0.0025296512830588467
17,0.0025302670184477257
18,0.002530909340365378
19,0.002531576848863403
20,0.0025322680764208617
21,0.0025329814963950437
22,0.002533715532298169
23,0.0025344685677934293
24,0.002535238957281317
25,0.00253602503692904
26,0.002536825135978821
27,0.0025376375881594427
28,0.0025384607430163396
29,0.0025392929769746247
30,0.00254013270395122
31,0.0025409783853406853
32,0.002541828539213975
33,0.0025426817485867696
34,0.0025435366686381183
35,0.00254439203278554
36,0.0025452466575517185
37,0.0025460994461874633
38,0.002546949391045502
39,0.0025477955747277257
40,0.002548637170056146
41,0.0025494734389400393
42,0.0025503037302321905
43,0.00255112747668352
44,0.0025519441911154976
45,0.0025527534619383062
46,0.002553554948144302
47,0.0025543483739075296
48,0.002555133522913124
49,0.0025559102325363493
50,0.0025566783879801395
51,0.002557437916469604
52,0.0025581887815905777
53,0.0025589309778468673
54,0.0025596645254979196
55,0.0025603894657273804
56,0.002561105856180851
57,0.0025618137669011776
58,0.002562513276678933
59,0.002563204469828353
60,0.0025638874333904966
61,0.0025645622547593233
62,0.002565229019720714
63,0.002565887810890394
64,0.002566538706532324
65,0.002567181779736701
66,0.0025678170979343143
67,0.002568444722721874
68,0.002569064709972207
69,0.002569677110201561
70,0.002570281969166244
71,0.002570879328659999
72,0.00257146922748331
73,0.0025720517025561553
74,0.002572626790145383
75,0.0025731945271787716
76,0.0025737549521666287
77,0.002574308107366089
78,0.002574854039953532
79,0.002575392803338692
80,0.0025759244585093558
81,0.002576449075309484
82,0.0025769667336294597
83,0.0025774775244899184
84,0.002577981551002149
85,0.002578478929190856
86,0.0025789697886676117
87,0.002579454273145957
88,0.0025799325407916255
89,0.0025804047644048395
90,0.0025808711314339165
91,0.0025813318438221646
92,0.002581787117692837
93,0.002582237182879421
94,0.0025826822823098055
95,0.002583122671256279
96,0.0025835586164629147
97,0.0025839903951649294
98,0.002584418294013941
99,0.0025848426079247006
100,0.002585263638858074
101,0.002585681694555908
102,0.0025860970872418317
103,0.0025865101323027818
104,0.0025869211469637683
105,0.0025873304489689385
106,0.002587738355278897
107,0.0025881451807959217
108,0.0025885512371242544
109,0.002588956831374215
110,0.00258936226501631
111,0.0025897678327905403
112,0.0025901738216757945
113,0.0025905805099225828
114,0.0025909881661518364
115,0.002591397048522222
116,0.0025918074039668884
117,0.002592219467500886
118,0.0025926334616002103
119,0.002593049595652076
120,0.0025934680654769392
121,0.002593889052922202
122,0.0025943127255268874
123,0.002594739236257562
124,0.002595168723314492
125,0.0025956013100083422
126,0.0025960371047061698
127,0.0025964762008465992
128,0.002596918677023611
129,0.002597364597137862
130,0.0025978140106149954
131,0.002598266952689852
132,0.0025987234447552407
133,0.0025991834947738488
134,0.0025996470977514246
135,0.0026001142362692834
136,0.002600584881073428
137,0.0026010589917175478
138,0.0026015365172565212
139,0.0026020173969864995
140,0.002602501561227734
141,0.002602988932144935
142,0.0026034794246007765
143,0.002603972947035942
144,0.002604469402371072
145,0.0026049686889232557
146,0.0026054707013312014
147,0.0026059753314818823
148,0.0026064824694320555
149,0.0026069920043175258
150,0.002607503825243097
151,0.002608017822146216
152,0.002608533886628266
153,0.002609051912745768
154,0.002609571797757149
155,0.002610093442817513
156,0.0026106167536180105
157,0.0026111416409641797
158,0.002611668021289336
159,0.0026121958171005117
160,0.0026127249573535244
161,0.0026132553777554477
162,0.002613787020994276
163,0.00261431983689371
164,0.002614853782495161
165,0.0026153888220666302
166,0.002615924927040794
167,0.0026164620758844736
168,0.0026170002539021033
169,0.0026175394529768564
170,0.002618079671252565
171,0.002618620912762446
172,0.002619163187007096
173,0.0026197065084875705
174,0.0026202508961985557
175,0.0026207963730869015
176,0.0026213429654808333
177,0.002621890702495347
178,0.0026224396154190337
179,0.0026229897370876145
180,0.0026235411012504027
181,0.002624093741933089
182,0.0026246476928042254
183,0.0026252029865478895
184,0.0026257596542491315
185,0.0026263177247955573
186,0.002626877224299172
187,0.0026274381755433574
188,0.0026280005974571104
189,0.002628564504621498
190,0.002629129906810001
191,0.002629696808566211
192,0.0026302652088211224
193,0.00263083510055228
194,0.0026314064704861524
195,0.00263197929884587
196,0.0026325535591449527
197,0.0026331292180285766
198,0.0026337062351621254
199,0.0026342845631683104
200,0.0026348641476126975
201,0.0026354449270366573
202,0.0026360268330383857
203,0.002636609790400699
204,0.002637193717264701
205,0.0026377785253479686
206,0.0026383641202062363
207,0.0026389504015364574
208,0.002639537263519581
209,0.002640124595200472
210,0.0026407122809034454
211,0.0026413002006799536
212,0.0026418882307865494
213,0.002642476244188971
214,0.0026430641110909542
215,0.0026436516994829337
216,0.0026442388757079004
217,0.0026448255050412345
218,0.0026454114522803003
219,0.002645996582340247
220,0.0026465807608525706
221,0.002647163854762188
222,0.0026477457329198767
223,0.0026483262666655606
224,0.0026489053303990853
225,0.002649482802135358
226,0.0026500585640393203
227,0.0026506325029380185
228,0.002651204510806873
229,0.0026517744852262545
230,0.0026523423298063812
231,0.002652907954577219
232,0.0026534712763423406
233,0.0026540322189930916
234,0.002654590713782972
235,0.0026551466995595485
236,0.0026557001229537656
237,0.002656250938525533
238,0.0026567991088648824
239,0.0026573446046493534
240,0.002657887404657143
241,0.002658427495736802
242,0.0026589648727347688
243,0.002659499538381109
244,0.0026600315031353157
245,0.0026605607849942052
246,0.0026610874092631224
247,0.002661611408292922
248,0.002662132821185288
249,0.0026626516934686226
250,0.0026631680767468862
251,0.0026636820283251488
252,0.002664193610813218
253,0.0026647028917115823
254,0.0026652099429819876
255,0.0026657148406057565
256,0.002666217664132612
257,0.002666718496223451
258,0.0026672174221891035
259,0.002667714529528905
260,0.002668209907470796
261,0.0026687036465162764
262,0.0026691958379921627
263,0.0026696865736117945
264,0.0026701759450476186
265,0.0026706640435175152
266,0.0026711509593860946
267,0.0026716367817834247
268,0.0026721215982418063
269,0.002672605494352733
270,0.002673088553444591
271,0.002673570856282112
272,0.002674052480789049
273,0.002674533501793407
274,0.002675013990797105
275,0.0026754940157694054
276,0.0026759736409646055
277,0.0026764529267641357
278,0.0026769319295427865
279,0.0026774107015589744
280,0.0026778892908687164
281,0.00267836774126262
282,0.002678846092226019
283,0.002679324378920965
284,0.0026798026321900284
285,0.0026802808785805917
286,0.002680759140389396
287,0.002681237435726134
288,0.0026817157785955833
289,0.002682194178997015
290,0.0026826726430400844
291,0.002683151173076311
292,0.0026836297678451294
293,0.002684108422633455
294,0.002684587129447569
295,0.0026850658771969873
296,0.002685544651888102
297,0.0026860234368276305
298,0.0026865022128345004
299,0.0026869809584584865
300,0.0026874596502054196
301,0.002687938262767478
302,0.0026884167692575
303,0.002688895141446284
304,0.0026893733500020596
305,0.002689851364730402
306,0.002690329154814822
307,0.00269080668905559
308,0.0026912839361069533
309,0.0026917608647109713
310,0.0026922374439277033
311,0.0026927136433603565
312,0.0026931894333747067
313,0.002693664785312117
314,0.0026941396716948047
315,0.002694614066423371
316,0.0026950879449652207
317,0.0026955612845336457
318,0.0026960340642566308
319,0.0026965062653349866
320,0.0026969778711894822
321,0.002697448867596128
322,0.002697919242809205
323,0.0026983889876725266
324,0.002698858095717548
325,0.0026993265632485014
326,0.002699794389415185
327,0.0027002615762716977
328,0.0027007281288227926
329,0.0027011940550565965
330,0.00270165936596445
331,0.002702124075547861
332,0.0027025882008123157
333,0.0027030517617490407
334,0.0027035147813041912
335,0.002703977285336114
336,0.0027044393025610967
337,0.0027049008644879574
338,0.0027053620053416622
339,0.002705822761977003
340,0.002706283173782107
341,0.0027067432825730875
342,0.0027072031324796722
343,0.002707662769822726
344,0.0027081222429845403
345,0.002708581602271607
346,0.002709040899771639
347,0.0027095001892044153
348,0.0027099595257677953
349,0.002710418965979341
350,0.0027108785675137295
351,0.002711338389037601
352,0.002711798490041426
353,0.0027122589306693566
354,0.0027127197715483293
355,0.002713181073616209
356,0.0027136428979497324
357,0.0027141053055930557
358,0.002714568357388054
359,0.0027150321138051793
360,0.0027154966347777954
361,0.002715961979538445
362,0.0027164282064589566
363,0.0027168953728941847
364,0.002717363535030218
365,0.002717832747737264
366,0.0027183030644278784
367,0.0027187745369209953
368,0.0027192472153116935
369,0.002719721147847711
370,0.0027201963808128546
371,0.002720672958417058
372,0.0027211509226945253
373,0.002721630313408931
374,0.002722111167967135
375,0.002722593521340768
376,0.002723077405995988
377,0.002723562851832147
378,0.002724049886128943
379,0.002724538533502008
380,0.0027250288158676686
381,0.002725520752416352
382,0.002726014359594677
383,0.0027265096510966998
384,0.0027270066378634592
385,0.002727505328091427
386,0.0027280057272493943
387,0.002728507838103709
388,0.0027290116607516205
389,0.0027295171926626925
390,0.0027300244287279236
391,0.0027305333613162146
392,0.002731043980338024
393,0.00273155627331586
394,0.002732070225461346
395,0.002732585819758318
396,0.002733103037051472
397,0.002733621856140813
398,0.002734142253880304
399,0.002734664205281883
400,0.002735187683622197
401,0.00273571266055444
402,0.0027362391062216527
403,0.0027367669893739455
404,0.002737296277486892
405,0.0027378269368819
406,0.0027383589328475637
407,0.0027388922297617133
408,0.002739426791213732
409,0.002739962580126042
410,0.0027404995588752794
411,0.002741037689411963
412,0.002741576933378471
413,0.0027421172522250005
414,0.0027426586073227067
415,0.002743200960074026
416,0.002743744272019832
417,0.002744288504942686
418,0.002744833620966038
419,0.0027453795826494
420,0.0027459263530786324
421,0.0027464738959512547
422,0.002747022175657106
423,0.002747571157353209
424,0.0027481208070333804
425,0.002748671091592069
426,0.0027492219788823906
427,0.0027497734377682588
428,0.0027503254381704254
429,0.0027508779511065838
430,0.0027514309487252668
431,0.0027519844043334225
432,0.002752538292418193
433,0.0027530925886623974
434,0.002753647269953618
435,0.002754202314388013
436,0.002754757701267546
437,0.0027553134110914882
438,0.0027558694255424535
439,0.0027564257274665894
440,0.0027569823008485685
441,0.0027575391307808183
442,0.0027580962034283734
443,0.0027586535059880425
444,0.002759211026643527
445,0.0027597687545153245
446,0.002760326679607331
447,0.002760884792748057
448,0.002761443085529607
449,0.002762001550241606
450,0.002762560179803039
451,0.002763118967690402
452,0.0027636779078633123
453,0.0027642369946878366
454,0.002764796222857399
455,0.002765355587312238
456,0.002765915083156808
457,0.0027664747055766705
458,0.0027670344497539214
459,0.0027675943107823577
460,0.0027681542835822606
461,0.0027687143628155235
462,0.0027692745428009396
463,0.0027698348174303665
464,0.0027703951800862373
465,0.002770955623560132
466,0.0027715161399733752
467,0.002772076720699597
468,0.002772637356289833
469,0.0027731980364004726
470,0.002773758749723923
471,0.0027743194839228566
472,0.002774880225568464
473,0.002775440960081655
474,0.00277600167167982
475,0.002776562343326882
476,0.002777122956688905
477,0.002777683492094103
478,0.0027782439284983296
479,0.002778804243455969
480,0.002779364413095758
481,0.0027799244121022807
482,0.0027804842137061385
483,0.002781043789676597
484,0.0027816031103212588
485,0.0027821621444923924
486,0.0027827208595985853
487,0.002783279221623697
488,0.0027838371951511
489,0.0027843947433944687
490,0.0027849518282345226
491,0.0027855084102620473
492,0.0027860644488264977
493,0.0027866199020905166
494,0.002787174727090128
495,0.0027877288798005685
496,0.002788282315206864
497,0.00278883498737986
498,0.002789386849556959
499,0.0027899378542271098
500,0.0027904879532203784
501,0.0027910370978012837
502,0.0027915852387654094
503,0.0027921323265398365
504,0.002792678311286033
505,0.0027932231430051763
506,0.002793766771646176
507,0.0027943091472147226
508,0.0027948502198842096
509,0.002795389940107113
510,0.0027959282587274844
511,0.0027964651270928286
512,0.0027970004971662145
513,0.0027975343216373964
514,0.002798066554032759
515,0.0027985971488236733
516,0.0027991260615331747
517,0.00279965324883961
518,0.00280017866867821
519,0.002800702280339098
520,0.002801224044561637
521,0.0028017439236253804
522,0.002802261881436258
523,0.002802777883608397
524,0.00280329189754124
525,0.002803803892491298
526,0.002804313839638074
527,0.0028048217121454315
528,0.0028053274852154536
529,0.002805831136137556
530,0.0028063326443303256
531,0.002806831991377394
532,0.00280732916105636
533,0.0028078241393611324
534,0.0028083169145172765
535,0.002808807476990598
536,0.0028092958194886686
537,0.002809781936955397
538,0.0028102658265587097
539,0.002810747487671141
540,0.0028112269218437897
541,0.0028117041327734766
542,0.0028121791262629824
543,0.0028126519101752605
544,0.002813122494380754
545,0.0028135908906990743
546,0.0028140571128344553
547,0.0028145211763054116
548,0.0028149830983692486
549,0.0028154428979410622
550,0.002815900595508308
551,0.0028163562130401275
552,0.0028168097738931475
553,0.002817261302712765
554,0.0028177108253313694
555,0.002818158368663088
556,0.0028186039605958887
557,0.0028190476298811523
558,0.0028194894060213868
559,0.002819929319156041
560,0.0028203673999465917
561,0.002820803679460207
562,0.0028212381890537616
563,0.002821670960257038
564,0.0028221020246569635
565,0.002822531413782169
566,0.0028229591589893116
567,0.002823385291350351
568,0.002823809841542071
569,0.0028242328397379635
570,0.002824654315502311
571,0.0028250742976878664
572,0.0028254928143363477
573,0.0028259098925825883
574,0.0028263255585625146
575,0.0028267398373254546
576,0.0028271527527505822
577,0.0028275643274679103
578,0.002827974582784179
579,0.002828383538614059
580,0.0028287912134154947
581,0.002829197624131395
582,0.0028296027861361792
583,0.0028300067131878494
584,0.0028304094173858957
585,0.0028308109091343694
586,0.002831211197111228
587,0.002831610288242852
588,0.002832008187684831
589,0.002832404898807789
590,0.0028328004231894174
591,0.0028331947606121304
592,0.0028335879090657166
593,0.00283397986475604
594,0.002834370622119009
595,0.0028347601738396193
596,0.0028351485108763035
597,0.0028355356224903272
598,0.0028359214962800977
599,0.0028363061182198573
600,0.0028366894727033997
601,0.0028370715425918946
602,0.0028374523092660384
603,0.0028378317526819535
604,0.0028382098514312054
605,0.0028385865828042924
606,0.002838961922857257
607,0.0028393358464821146
608,0.0028397083274794275
609,0.0028400793386340827
610,0.002840448851793459
611,0.0028408168379478525
612,0.0028411832673126444
613,0.002841548109412617
614,0.002841911333167552
615,0.0028422729069793214
616,0.0028426327988194558
617,0.002842990976318379
618,0.002843347406854402
619,0.002843702057643499
620,0.0028440548958288013
621,0.002844405888570337
622,0.002844755003133927
623,0.002845102206979687
624,0.0028454474678494246
625,0.0028457907538534813
626,0.002846132033555329
627,0.0028464712760554404
628,0.002846808451073136
629,0.0028471435290260572
630,0.0028474764811081696
631,0.0028478072793649348
632,0.002848135896765776
633,0.0028484623072745335
634,0.002848786485915934
635,0.0028491084088403005
636,0.0028494280533837035
637,0.0028497453981255307
638,0.002850060422942599
639,0.0028503731090592462
640,0.002850683439093746
641,0.0028509913971011516
642,0.002851296968611984
643,0.002851600140666918
644,0.0028519009018474492
645,0.0028521992423022925
646,0.002852495153769862
647,0.002852788629596344
648,0.0028530796647495064
649,0.002853368255828386
650,0.0028536544010686767
651,0.002853938100344093
652,0.0028542193551634835
653,0.002854498168663484
654,0.0028547745455978542
655,0.002855048492321974
656,0.002855320016774434
657,0.0028555891284534987
658,0.0028558558383915875
659,0.0028561201591243333
660,0.002856382104657709
661,0.0028566416904310696
662,0.0028568989332772195
663,0.0028571538513793193
664,0.0028574064642253164
665,0.0028576567925593737
666,0.002857904858330955
667,0.002858150684641602
668,0.0028583942956895017
669,0.0028586357167121983
670,0.0028588749739278207
671,0.0028591120944738593
672,0.0028593471063460027
673,0.0028595800383346883
674,0.0028598109199612985
675,0.002860039781413305
676,0.0028602666534789855
677,0.002860491567482287
678,0.0028607145552163606
679,0.0028609356488783254
680,0.002861154881003647
681,0.002861372284400998
682,0.0028615878920877054
683,0.0028618017372259125
684,0.0028620138530596607
685,0.002862224272853097
686,0.002862433029829613
687,0.002862640157112501
688,0.002862845687667044
689,0.0028630496542441145
690,0.002863252089325484
691,0.002863453025070984
692,0.0028636524932671922
693,0.002863850525278884
694,0.0028640471520012963
695,0.0028642424038157624
696,0.0028644363105466164
697,0.002864628901420927
698,0.002864820205029693
699,0.0028650102492924216
700,0.0028651990614228617
701,0.002865386667898159
702,0.0028655730944296787
703,0.0028657583659360657
704,0.002865942506519278
705,0.0028661255394427155
706,0.002866307487111306
707,0.002866488371054431
708,0.002866668211910939
709,0.002866847029416311
710,0.0028670248423922815
711,0.002867201668738578
712,0.0028673775254266323
713,0.00286755242849563
714,0.0028677263930508086
715,0.0028678994332630753
716,0.0028680715623714084
717,0.002868242792686556
718,0.0028684131355969505
719,0.0028685826015763015
720,0.0028687512001926954
721,0.002868918940119941
722,0.0028690858291496087
723,0.0028692518742056607
724,0.0028694170813597705
725,0.002869581455848343
726,0.0028697450020907915
727,0.002869907723709276
728,0.0028700696235493626
729,0.00287023070370217
730,0.0028703909655269882
731,0.0028705504096757702
732,0.002870709036117708
733,0.002870866844165223
734,0.0028710238325004183
735,0.0028711799992025945
736,0.0028713353417761274
737,0.0028714898571788935
738,0.0028716435418518487
739,0.002871796391748061
740,0.0028719484023630236
741,0.002872099568764929
742,0.002872249885625029
743,0.002872399347248746
744,0.002872547947606179
745,0.00287269568036367
746,0.002872842538914096
747,0.0028729885164085105
748,0.0028731336057867415
749,0.0028732777998079586
750,0.0028734210910814633
751,0.002873563472096752
752,0.0028737049352534523
753,0.0028738454728908886
754,0.00287398507731694
755,0.0028741237408370477
756,0.0028742614557818852
757,0.002874398214535055
758,0.0028745340095598826
759,0.0028746688334256643
760,0.0028748026788328897
761,0.00287493553863816
762,0.0028750674058781013
763,0.002875198273792192
764,0.002875328135845122
765,0.00287545698574812
766,0.0028755848174791838
767,0.002875711625302393
768,0.0028758374037864518
769,0.0028759621478219553
770,0.0028760858526376814
771,0.0028762085138157377
772,0.0028763301273061342
773,0.0028764506894392913
774,0.0028765701969384297
775,0.0028766886469302603
776,0.002876806036954711
777,0.002876922364973625
778,0.0028770376293778595
779,0.0028771518289941434
780,0.002877264963089836
781,0.002877377031377213
782,0.002877488034016394
783,0.002877597971616966
784,0.0028777068452390166
785,0.0028778146563927715
786,0.0028779214070367345
787,0.002878027099575917
788,0.0028781317368579526
789,0.0028782353221686106
790,0.0028783378592264195
791,0.0028784393521763423
792,0.002878539805582484
793,0.0028786392244195837
794,0.0028787376140642917
795,0.0028788349802852035
796,0.002878931329231901
797,0.002879026667424094
798,0.002879121001738977
799,0.002879214339398756
800,0.0028793066879570523
