optimizer_call,face_rmse_vs_cg
1,0.0025260527184056726
2,0.0025261748094656086
3,0.002526347966987083
4,0.0025265721931459714
5,0.0025268473773098405
6,0.0025271732911172555
7,0.0025275495840785854
8,0.0025279757797991263
9,0.002528451272927061
10,0.0025289753269294047
11,0.0025295470727971165
12,0.0025301655087754255
13,0.002530829501208914
14,0.002531537786579162
15,0.0025322889747999163
16,0.002533081553816819
17,0.002533913895538693
18,0.0025347842631042857
19,0.0025356908194613054
20,0.002536631637208139
21,0.0025376047096176317
22,0.0025386079627338666
23,0.0025396392684025127
24,0.002540696458068782
25,0.0025417773371515418
26,0.002542879699781591
27,0.0025440013436769174
28,0.0025451400849162693
29,0.0025462937723715637
30,0.0025474603015605483
31,0.002548637627694517
32,0.002549823777711947
33,0.002551016861112771
34,0.0025522150794392096
35,0.002553416734280465
36,0.002554620233717288
37,0.002555824097158652
38,0.002557026958563402
39,0.002558227568074304
40,0.002559424792127363
41,0.002560617612129509
42,0.002561805121822656
43,0.002562986523474249
44,0.002564161123046855
45,0.00256532832451212
46,0.0025664876234746756
47,0.0025676386002745355
48,0.002568780912728545
49,0.002569914288664611
50,0.0025710385183900977
51,0.0025721534472222195
52,0.0025732589681935086
53,0.002574355015029832
54,0.002575441555481969
55,0.002576518585076878
56,0.0025775861213399314
57,0.0025786441985256106
58,0.002579692862881374
59,0.002580732168459049
60,0.0025817621734772604
61,0.0025827829372302344
62,0.0025837945175329518
63,0.002584796968682254
64,0.0025857903399142223
65,0.002586774674329164
66,0.0025877500082557327
67,0.002588716371021279
68,0.002589673785094503
69,0.002590622266564898
70,0.002591561825922461
71,0.0025924924690998116
72,0.00259341419873953
73,0.002594327015648578
74,0.002595230920401771
75,0.002596125915056729
76,0.0025970120049434555
77,0.0025978892004923943
78,0.002598757519064904
79,0.002599616986754033
80,0.0026004676401220135
81,0.0026013095278458204
82,0.002602142712242028
83,0.002602967270647563
84,0.0026037832966335954
85,0.0026045909010349528
86,0.002605390212779694
87,0.0026061813795084845
88,0.00260696456797581
89,0.0026077399642307425
90,0.0026085077735765144
91,0.002609268220314038
92,0.0026100215472761677
93,0.0026107680151636215
94,0.0026115079016960337
95,0.0026122415005926064
96,0.0026129691204016866
97,0.0026136910831961063
98,0.0026144077231551707
99,0.002615119385053016
100,0.002615826422672776
101,0.002616529197167876
102,0.0026172280753872013
103,0.0026179234281836746
104,0.0026186156287223076
105,0.00261930505080292
106,0.002619992067211197
107,0.0026206770481101978
108,0.002621360359483433
109,0.002622042361637605
110,0.0026227234077733455
111,0.0026234038426301595
112,0.0026240840012100495
113,0.0026247642075848633
114,0.002625444773789401
115,0.0026261259988030073
116,0.002626808167621887
117,0.0026274915504219385
118,0.0026281764018142007
119,0.0026288629601930675
120,0.0026295514471763536
121,0.002630242067139426
122,0.0026309350068410673
123,0.002631630435143074
124,0.0026323285028217198
125,0.0026330293424723446
126,0.0026337330685055065
127,0.002634439777234746
128,0.0026351495470559256
129,0.0026358624387163338
130,0.002636578495673008
131,0.002637297744538973
132,0.002638020195615193
133,0.002638745843505882
134,0.002639474667815127
135,0.0026402066339204096
136,0.002640941693819785
137,0.002641679787047508
138,0.002642420841653744
139,0.002643164775240614
140,0.002643911496050349
141,0.0026446609040958135
142,0.0026454128923269612
143,0.00264616734782472
144,0.002646924153012119
145,0.002647683186875142
146,0.002648444326182347
147,0.0026492074466931874
148,0.0026499724243468745
149,0.0026507391364198394
150,0.0026515074626438403
151,0.002652277286273949
152,0.0026530484950989842
153,0.0026538209823847485
154,0.0026545946477432546
155,0.002655369397920689
156,0.002656145147497947
157,0.002656921819499257
158,0.0026576993459033367
159,0.002658477668056061
160,0.0026592567369801514
161,0.0026600365135826054
162,0.002660816968759151
163,0.002661598083395729
164,0.0026623798482712704
165,0.0026631622638614142
166,0.0026639453400495346
167,0.002664729095747576
168,0.002665513558432977
169,0.00266629876360638
170,0.0026670847541771857
171,0.0026678715797829934
172,0.002668659296050566
173,0.0026694479638050684
174,0.002670237648235654
175,0.0026710284180246706
176,0.0026718203444488367
177,0.002672613500459267
178,0.002673407959749836
179,0.002674203795818765
180,0.0026750010810339996
181,0.00267579988570736
182,0.002676600277185556
183,0.0026774023189646266
184,0.002678206069833658
185,0.0026790115830551634
186,0.0026798189055855814
187,0.002680628077343865
188,0.002681439130530502
189,0.002682252089002361
190,0.0026830669677079637
191,0.002683883772185399
192,0.0026847024981260727
193,0.00268552313100762
194,0.002686345645796971
195,0.002687170006725592
196,0.002687996167137763
197,0.002688824069412998
198,0.002689653644961629
199,0.0026904848142943797
200,0.0026913174871644506
201,0.00269215156278114
202,0.0026929869300935704
203,0.002693823468141505
204,0.0026946610464722797
205,0.00269549952562032
206,0.0026963387576452347
207,0.002697178586726364
208,0.0026980188498088157
209,0.0026988593772979247
210,0.00269969999379586
211,0.00270054051887727
212,0.002701380767898492
213,0.002702220552834713
214,0.002703059683139948
215,0.002703897966623898
216,0.002704735210341525
217,0.0027055712214870747
218,0.0027064058082888727
219,0.0027072387808986273
220,0.002708069952268538
221,0.002708899139011853
222,0.0027097261622407234
223,0.002710550848376216
224,0.0027113730299250884
225,0.0027121925462192174
226,0.0027130092441121213
227,0.002713822978629355
228,0.002714633613568332
229,0.00271544102204453
230,0.002716245086980702
231,0.002717045701537042
232,0.002717842769479612
233,0.002718636205486013
234,0.002719425935386626
235,0.0027202118963414175
236,0.0027209940369509276
237,0.0027217723173037257
238,0.0027225467089587794
239,0.0027233171948655346
240,0.0027240837692229765
241,0.002724846437279398
242,0.0027256052150750605
243,0.002726360129131517
244,0.0027271112160899428
245,0.0027278585223009786
246,0.002728602103372129
247,0.002729342023673414
248,0.0027300783558082994
249,0.0027308111800516894
250,0.0027315405837604724
251,0.0027322666607607696
252,0.002732989510716065
253,0.0027337092384805825
254,0.002734425953442293
255,0.002735139768859997
256,0.002735850801198134
257,0.0027365591694644017
258,0.002737264994552428
259,0.0027379683985951243
260,0.0027386695043304216
261,0.002739368434484271
262,0.002740065311172962
263,0.002740760255327545
264,0.002741453386144227
265,0.002742144820560914
266,0.002742834672763908
267,0.0027435230537255348
268,0.0027442100707747714
269,0.002744895827200865
270,0.0027455804218926533
271,0.0027462639490135827
272,0.0027469464977121533
273,0.002747628151869494
274,0.0027483089898828633
275,0.0027489890844858695
276,0.0027496685026043195
277,0.002750347305247863
278,0.0027510255474361314
279,0.002751703278158869
280,0.002752380540369522
281,0.0027530573710097097
282,0.002753733801065831
283,0.0027544098556538865
284,0.00275508555413314
285,0.0027557609102461665
286,0.002756435932284337
287,0.0027571106232764024
288,0.00275778498119994
289,0.0027584589992123263
290,0.0027591326659013563
291,0.002759805965552076
292,0.00276047887843012
293,0.0027611513810775136
294,0.0027618234466215592
295,0.0027624950450933767
296,0.0027631661437557548
297,0.00276383670743684
298,0.00276450669887029
299,0.002765176079038207
300,0.0027658448075167865
301,0.0027665128428215244
302,0.0027671801427520703
303,0.002767846664733928
304,0.0027685123661561136
305,0.0027691772047033773
306,0.0027698411386812773
307,0.0027705041273329667
308,0.002771166131146547
309,0.002771827112151974
310,0.0027724870342048886
311,0.002773145863259618
312,0.0027738035676259463
313,0.0027744601182130473
314,0.002775115488756606
315,0.002775769656030281
316,0.002776422600039846
317,0.0027770743041999535
318,0.0027777247554931534
319,0.0027783739446102782
320,0.002779021866072244
321,0.002779668518333075
322,0.0027803139038644225
323,0.002780958029220462
324,0.0027816009050842384
325,0.0027822425462955738
326,0.0027828829718596015
327,0.002783522204938044
328,0.002784160272822158
329,0.00278479720688798
330,0.002785433042534756
331,0.002786067819107684
332,0.0027867015798033663
333,0.0027873343715614537
334,0.0027879662449409124
335,0.002788597253983042
336,0.002789227456061027
337,0.0027898569117180976
338,0.0027904856844928327
339,0.0027911138407359375
340,0.0027917414494156418
341,0.0027923685819148847
342,0.0027929953118216396
343,0.0027936217147102407
344,0.0027942478679187
345,0.002794873850319793
346,0.0027954997420881955
347,0.0027961256244642225
348,0.002796751579515848
349,0.002797377689898373
350,0.0027980040386141112
351,0.002798630708772442
352,0.00279925778335065
353,0.002799885344957178
354,0.002800513475598093
355,0.002801142256446268
356,0.0028017717676160816
357,0.0028024020879426877
358,0.0028030332947678533
359,0.0028036654637320483
360,0.0028042986685740297
361,0.0028049329809385175
362,0.002805568470192699
363,0.0028062052032514673
364,0.0028068432444126024
365,0.0028074826552023815
366,0.0028081234942316825
367,0.002808765817062851
368,0.002809409676088712
369,0.0028100551204227986
370,0.0028107021958016535
371,0.0028113509444994958
372,0.0028120014052554995
373,0.002812653613213381
374,0.002813307599873386
375,0.002813963393057682
376,0.0028146210168877154
377,0.0028152804917742132
378,0.002815941834420411
379,0.0028166050578363948
380,0.0028172701713665305
381,0.0028179371807280657
382,0.002818606088061735
383,0.00281927689199311
384,0.002819949587705285
385,0.002820624167021124
386,0.0028213006184960813
387,0.002821978927520195
388,0.0028226590764285813
389,0.00282334104462112
390,0.0028240248086882627
391,0.0028247103425452914
392,0.0028253976175722302
393,0.002826086602759792
394,0.002826777264860072
395,0.002827469568541713
396,0.0028281634765484807
397,0.0028288589498613446
398,0.0028295559478621604
399,0.0028302544284985014
400,0.0028309543484508434
401,0.002831655663297751
402,0.002832358327681817
403,0.002833062295474225
404,0.0028337675199366975
405,0.002834473953881441
406,0.0028351815498278794
407,0.0028358902601555605
408,0.0028366000372522806
409,0.002837310833658424
410,0.002838022602204653
411,0.002838735296145333
412,0.002839448869284327
413,0.002840163276094834
414,0.0028408784718325386
415,0.0028415944126408085
416,0.002842311055649035
417,0.0028430283590626902
418,0.002843746282245528
419,0.00284446478579362
420,0.0028451838316011424
421,0.0028459033829176055
422,0.002846623404396734
423,0.0028473438621368675
424,0.0028480647237125213
425,0.0028487859581976457
426,0.002849507536180885
427,0.002850229429771568
428,0.002850951612598192
429,0.0028516740597986138
430,0.002852396748001812
431,0.0028531196553030816
432,0.0028538427612302447
433,0.002854566046703552
434,0.0028552894939880015
435,0.0028560130866392562
436,0.002856736809442824
437,0.002857460648346913
438,0.0028581845903900213
439,0.0028589086236219764
440,0.0028596327370211247
441,0.0028603569204054494
442,0.002861081164340257
443,0.0028618054600416396
444,0.002862529799275636
445,0.0028632541742553436
446,0.002863978577534816
447,0.0028647030019001898
448,0.002865427440260209
449,0.002866151885534021
450,0.00286687633053919
451,0.002867600767878466
452,0.0028683251898276884
453,0.0028690495882228825
454,0.002869773954349669
455,0.0028704982788332937
456,0.002871222551531598
457,0.002871946761429116
458,0.002872670896535708
459,0.002873394943787641
460,0.0028741188889528746
